Stellate	IL1R1
Stellate	COL15A1
Stellate	GYPC
Stellate	NDUFA4L2
Stellate	SPON2
Stellate	PLIN2
Stellate	G0S2
Stellate	MSC
Stellate	VASN
Stellate	PMP22
Stellate	HES4
Stellate	IFITM2
Stellate	PALM2-AKAP2
Stellate	FGF2
Stellate	SERPING1
Stellate	NBL1
Stellate	GNG11
Stellate	LIF
Stellate	RUNX1
Stellate	COLEC11
Stellate	RAB31
Stellate	ADAMTS4
Stellate	NNMT
Stellate	GEM
Stellate	TBX3
Stellate	SPHK1
Stellate	CRISPLD2
Stellate	AEBP1
Stellate	ZEB2
Stellate	CYTOR
Stellate	LTBP1
Stellate	RAB34
Stellate	THBS1
Stellate	MEDAG
Stellate	TUBB6
Stellate	CAV1
Stellate	CAVIN3
Stellate	PCOLCE
Stellate	CSRP2
Stellate	NRP2
Stellate	MMP14
Stellate	MSN
Stellate	BST2
Stellate	CCDC80
Stellate	EVA1B
Stellate	CYGB
Stellate	NID1
Stellate	INHBA
Stellate	RCN3
Stellate	CRYAB
Stellate	EMP1
Stellate	COL18A1
Stellate	FSTL1
Stellate	TBX2
Stellate	EDNRA
Stellate	PLEKHO1
Stellate	LRP1
Stellate	F2R
Stellate	HTRA1
Stellate	PDLIM4
Stellate	PID1
Stellate	DPT
Stellate	PLAC9
Stellate	IFI16
Stellate	S100A4
Stellate	ID3
Stellate	CSGALNACT2
Stellate	CDH11
Stellate	DAB2
Stellate	LHFPL6
Stellate	TGFB1
Stellate	TNFAIP6
Stellate	ANGPTL4
Stellate	SERPINE2
Stellate	PLPP3
Stellate	TGM2
Stellate	FRMD6
Stellate	CHSY1
Stellate	THBS2
Stellate	SOD3
